<BOS> 私 たち は ボストン に 行 き 、 そこ に 一 週間 滞在 し た 。 <EOS>,we went to boston , where we stayed a week . <EOS>,we went to london place to place where we should . <EOS>
<BOS> 彼 ら は 私 たち の 家族 と とても 親し い 。 <EOS>,they are very thick with our family . <EOS>,they are very much to the family . <EOS>
<BOS> 私 は 釣り に 行 こ う と 提案 し た 。 <EOS>,<EOS>,<EOS>
<BOS> 僕 は ５ 時 まで 仕事 を 離れ られ な い 。 <EOS>,<EOS>,<EOS>
<BOS> 私 に は 話 を する 友達 が い な い 。 <EOS>,<EOS>,<EOS>
<BOS> 問題 は どこ で 昼食 を たべ る か だっ た 。 <EOS>,the problem was where to eat lunch . <EOS>,the problem was where to stop smoking . <EOS>
<BOS> <EOS>,not anybody likes this book . <EOS>,no one can move this book . <EOS>
<BOS> 来 た もの は 皆 <UNK> っ た 。 <EOS>,as many men as came were caught . <EOS>,one of us came . <EOS>
<BOS> 彼 は 疲れ て い る よう だ 。 <EOS>,he looks tired . <EOS>,he seems tired . <EOS>
<BOS> 君 の 行動 は <UNK> すぎ る よ 。 <EOS>,your behavior is too extraordinary . <EOS>,your behavior is too good to pass . <EOS>
<BOS> あなた が 成功 し て うれし い 。 <EOS>,<EOS>,<EOS>
<BOS> そんな に 速 く 走 る な 。 <EOS>,don 't run so fast . <EOS>,don 't run fast . <EOS>
<BOS> 本当 ？ なぜ ？ <EOS>,do you ? why ? <EOS>,oh , is it ? <EOS>
<BOS> 彼 ら は かつて は お 互い に 助け合 っ て い ま し た 。 <EOS>,they had once helped each other . <EOS>,they helped each other one another . <EOS>
<BOS> 私 を 馬鹿 だ と 思 っ て い る の で す か 。 <EOS>,do you take me for a fool ? <EOS>,do you take me for a fool ? <EOS>
<BOS> 私 は 先生 の 説明 し て い る こと が 理解 でき た 。 <EOS>,<EOS>,<EOS>
<BOS> その 学生 は 、 間違い の 原因 を 説明 でき な かっ た 。 <EOS>,the student failed to account for the mistake . <EOS>,the student was too poor to account for a student . <EOS>
<BOS> 私 は 長 い 間 ここ に 住 ん で い ま す 。 <EOS>,<EOS>,<EOS>
<BOS> 彼 は 言葉 と か <UNK> で 話 そ う と し た 。 <EOS>,he tried to speak by word or gesture . <EOS>,he tried harder but he would lose the boss . <EOS>
<BOS> 彼女 が 発 っ た その 日 に 彼 は 到着 し た 。 <EOS>,he arrived the day she left . <EOS>,she was on him until he arrived . <EOS>
<BOS> 夜 に な っ て 、 家 へ 帰 っ た 。 <EOS>,when night came on , we returned home . <EOS>,night home home , <EOS>
<BOS> 彼 は 知識 も 経験 も 持 っ て い る 。 <EOS>,he has knowledge and experience as well . <EOS>,he has both experience and experience . <EOS>
<BOS> 私 は あの 店 で 猫 を 買 っ た 。 <EOS>,<EOS>,<EOS>
<BOS> 彼 の 名前 を 忘れ て しま っ た 。 <EOS>,his name has slipped my mind . <EOS>,his name came back . <EOS>
<BOS> 彼 は 我々 の 計画 に 好意 的 だ 。 <EOS>,he 's <UNK> to our plan . <EOS>,he is opposed to our plan . <EOS>
<BOS> 彼 は 金持ち に なり た かっ た 。 <EOS>,he wanted to be rich . <EOS>,he wanted to be rich . <EOS>
<BOS> 涙 が 彼女 の 目 に あふれ た 。 <EOS>,tears filled her eyes . <EOS>,tears eyes in her eyes . <EOS>
<BOS> あの 男 は お しゃべ り すぎ る 。 <EOS>,he is too ready to speak . <EOS>,that man is too right . <EOS>
<BOS> 葉 が ときどき 落ち て き た 。 <EOS>,leaves fell down every now and then . <EOS>,the school came in . <EOS>
<BOS> 私 は 借金 し た ところ だ 。 <EOS>,<EOS>,<EOS>
<BOS> 彼女 は きっと くる と 思 う 。 <EOS>,<EOS>,<EOS>
<BOS> その 塔 は ここ から 見え る 。 <EOS>,the tower can be seen from here . <EOS>,the baby is bound to be here . <EOS>
<BOS> 猫 は 暗がり 目 が 見え る 。 <EOS>,cats can see in the dark . <EOS>,we can see a cat of the five . <EOS>
<BOS> 彼 は パリ に 行 き 、 そこ で 初めて 彼女 に 会 っ た 。 <EOS>,he went to paris , where he first met her . <EOS>,he went to paris , where he met her for . <EOS>
<BOS> 彼 ら は まだ 家 に 戻 っ て き て い ま せ ん 。 <EOS>,they haven 't come back home yet . <EOS>,they aren 't returned to their back . <EOS>
<BOS> 私 は 、 山 へ 行 こ う と 思 っ て い ま す 。 <EOS>,<EOS>,<EOS>
<BOS> 彼 は 彼 の 命 を 犠牲 に し て その 少女 を 助け た 。 <EOS>,he rescued the little girl at the cost of his life . <EOS>,he took his of his dog the doctor . <EOS>
<BOS> この 国 は 私 が これ まで 訪問 し た 中 で 一番 美し い 。 <EOS>,this is the most beautiful country <EOS>,this is the best where <EOS>
<BOS> メンバー の <EOS>,do any of the members agree with you ? <EOS>,is there anyone anyone in your place ? <EOS>
<BOS> 出かけ る 前 に トイレ に 行 か な く て い い の ？ <EOS>,are you sure you don 't want to use the toilet before you go ? <EOS>,can 't go out for get to go there ? <EOS>
<BOS> 彼 は さよなら も 言 わ ず に 帰 っ て しま っ た 。 <EOS>,he went home without so much as saying good-bye . <EOS>,he could not be back any minute . <EOS>
<BOS> 彼 は 家 に 帰 り た く て <UNK> し て い た 。 <EOS>,he was burning to go home . <EOS>,he was bursting to go home . <EOS>
<BOS> 医者 は 私 に 煙草 を 止め なさ い と 言 っ た 。 <EOS>,the doctor advised me to give up smoking . <EOS>,the doctor told me that smoking . <EOS>
<BOS> 何 時間 も た っ て 彼 は 気 が つ い た 。 <EOS>,it was many hours before he came to . <EOS>,after his eyes were on and on him . <EOS>
<BOS> 子ども たち は すぐ に 眠 っ て しま い ま し た 。 <EOS>,the children soon fell into a sleep . <EOS>,the children soon fell asleep . <EOS>
<BOS> 彼 は お 金 で その 事故 の <UNK> を し た 。 <EOS>,he <UNK> me for the accident with money . <EOS>,he regarded the money as before he was lost . <EOS>
<BOS> 子供 たち は 家 の 後ろ で 遊 ん で い る 。 <EOS>,children are playing at the back of the house . <EOS>,children are playing with toys . <EOS>
<BOS> 彼 は 必要 以上 の 金 を 私 に 求め た 。 <EOS>,he asked me for more money than was necessary . <EOS>,he gave me what he money was to . <EOS>
<BOS> 私 は 子供 の ころ 読書 が 大好き だっ た 。 <EOS>,<EOS>,<EOS>
<BOS> 彼 の 愛 は 冷め て い っ た 。 <EOS>,his love grew cold . <EOS>,his love fell into his . <EOS>
<BOS> タバコ は 吸 い ま せ ん 。 <EOS>,<EOS>,<EOS>
<BOS> 相談 に 来 て くださ い 。 <EOS>,please come to talk to me . <EOS>,please come and see me . <EOS>
<BOS> 彼 は <EOS>,who is he ? <EOS>,who he is ? <EOS>
<BOS> 私 の 父 が 死 ん で から １０ 年 が 経 つ 。 <EOS>,my father has been dead for ten years . <EOS>,ten years have passed since my father died . <EOS>
<BOS> あなた は <UNK> が 好き で は な い の で す ね 。 <EOS>,you don 't like <UNK> , do you ? <EOS>,you don 't like the price , doesn 't you ? <EOS>
<BOS> 友人 は 私 の こと を 臆病 者 だ と 言 っ た 。 <EOS>,my friend called me a coward . <EOS>,my friend said to me that <EOS>
<BOS> 私 は いつ も 早 く 起き る わけ で は な い 。 <EOS>,<EOS>,<EOS>
<BOS> 私 達 は 法律 に 従 う べ き で あ る 。 <EOS>,we ought to obey the law . <EOS>,we should obey our law . <EOS>
<BOS> 僕 は 見 た とたんに 彼女 だ と 思 っ た 。 <EOS>,<EOS>,<EOS>
<BOS> コーヒー を 持 っ て き て くれ な い か 。 <EOS>,bring me a cup of coffee , will you ? <EOS>,could you bring me a cup of coffee ? <EOS>
<BOS> 彼女 から 久し ぶり に 電話 が あ っ た 。 <EOS>,<EOS>,<EOS>
<BOS> トム と ジェーン は 先月 結婚 し ま し た 。 <EOS>,tom and jane got married last month . <EOS>,tom married jane last month . <EOS>
<BOS> 彼 は 自分 の 事 しか 考え な い 。 <EOS>,he cares for nobody but himself . <EOS>,he thinks of nothing but himself . <EOS>
<BOS> 彼女 は 英語 を 毎日 勉強 し ま す 。 <EOS>,she studies english every day . <EOS>,she studies english every day . <EOS>
<BOS> 私 は 音楽 に 熱中 し て い た 。 <EOS>,<EOS>,<EOS>
<BOS> この 本 を あなた に あげ ま しょ う 。 <EOS>,<EOS>,<EOS>
<BOS> 彼 は ケン より ずっと 年上 で す 。 <EOS>,he is much older than ken . <EOS>,he is the shorter of the other . <EOS>
<BOS> バッグ を 私 に 見せ て くださ い 。 <EOS>,please show me your bag . <EOS>,can <EOS>
<BOS> 私 は テニス を し ま す 。 <EOS>,<EOS>,<EOS>
<BOS> ときどき 連絡 し て くれ た まえ 。 <EOS>,keep in touch with me . <EOS>,<EOS>
<BOS> そろそろ 家 へ 帰 る 時間 だ 。 <EOS>,it 's about time <EOS>,it 's about time we went home . <EOS>
<BOS> 昨日 水道 を 止め られ た 。 <EOS>,the water was cut off yesterday . <EOS>,<EOS>
<BOS> 雪 に な り そう だ 。 <EOS>,it looks like snow . <EOS>,it looks like snow . <EOS>
<BOS> 僕 に 任せ て 下さ い 。 僕 が 面倒 を 見 ま す 。 <EOS>,leave it to me . <EOS>,follow <EOS>
<BOS> いつ か また あなた に お 会 い し た い もの で す 。 <EOS>,<EOS>,<EOS>
<BOS> 彼 は 私 を 車 で つれ て 帰 っ て くれ た 。 <EOS>,he brought me back in his car . <EOS>,he came back to me in my car . <EOS>
<BOS> 私 は あまり お 金 を 持 っ て い ま せ ん 。 <EOS>,<EOS>,<EOS>
<BOS> 私 は 日曜 に は たいてい 映画 を 見 に 行 っ た 。 <EOS>,<EOS>,<EOS>
<BOS> 何 か 手 を 打 っ て お く べ き だっ た 。 <EOS>,<EOS>,you should have taken your umbrella . <EOS>
<BOS> これ は 、 全て の 中 で 、 断然 いちばん 良 い 。 <EOS>,this is far the best of all . <EOS>,this is by far the best best of all . <EOS>
<BOS> 駅 まで どの くらい の 距離 が あ り ま す か 。 <EOS>,how far is it to the station ? <EOS>,how far is it from here to the station ? <EOS>
<BOS> 昔 は 学校 の 近く に 喫茶 店 が 会 っ た 。 <EOS>,there used to be a coffee shop near the school . <EOS>,there used to find an old friend of the school . <EOS>
<BOS> 昨日 の 今頃 は 、 テレビ を 見 て い た 。 <EOS>,<EOS>,<EOS>
<BOS> デザート は 何 に な さ い ま す か 。 <EOS>,what would you like for dessert ? <EOS>,what kind of do you do ? <EOS>
<BOS> 彼 は 喫煙 に 賛成 する 議論 を 始め た 。 <EOS>,he started an argument for smoking . <EOS>,he began to make lost in the wrong . <EOS>
<BOS> 先月 は あまり 雨 が 降 ら な かっ た 。 <EOS>,we didn 't have much rain last month . <EOS>,we had no choice of getting last night . <EOS>
<BOS> 君 は 英語 が 話せ ま せ ん ね ？ <EOS>,you can 't speak english , can you ? <EOS>,you can not speak english ? <EOS>
<BOS> コンピューター が 故障 し た ん で す 。 <EOS>,the computer broke down . <EOS>,my computer is out of order . <EOS>
<BOS> 参加 でき な く て 残念 で す 。 <EOS>,<EOS>,it 's too far to be late for . <EOS>
<BOS> 私 は とても 幸福 に 感 じ た 。 <EOS>,<EOS>,<EOS>
<BOS> 僕 は 君 を 幸せ に する 。 <EOS>,<EOS>,<EOS>
<BOS> 彼 は 無罪 に な っ た 。 <EOS>,he was <UNK> . <EOS>,he took a mistake . <EOS>
<BOS> 彼 は 青ざめ た 。 <EOS>,he lost color . <EOS>,he came out of sight . <EOS>
<BOS> 飛行 機 は 何 時 に 成田 に 到着 し た の で す か 。 <EOS>,what time did the plane arrive at narita ? <EOS>,what time did you get up the airplane ? <EOS>
<BOS> 彼 は ほとんど 毎日 私 に 会 い に 来 て くれ る 。 <EOS>,he comes to see me nearly every day . <EOS>,he has been to see me every day . <EOS>
<BOS> 私 たち の 町 に は 図書 館 が あ り ま す 。 <EOS>,there is a library in our city . <EOS>,we have a library in the library . <EOS>
<BOS> 彼 ら は 明らか に 違 う こと を 考え て い る 。 <EOS>,they clearly have something different in mind . <EOS>,they are thought of making a bad matter . <EOS>
<BOS> 私 たち の 先生 は 車 で 学校 に 来 ま す 。 <EOS>,our teacher comes to school by car . <EOS>,our teacher is coming to our school . <EOS>
<BOS> 我々 は 正午 に 東京 駅 に 着 く だ ろ う 。 <EOS>,we will get to tokyo station at noon . <EOS>,we 'll arrive to tokyo at the station an hour . <EOS>
<BOS> 空港 から 貴社 まで は どれ くらい かか り ま す か 。 <EOS>,how long does it take to your office from the airport ? <EOS>,how long does it take to get from from airport to the airport ? <EOS>
<BOS> トム は いつ も テレビ を 見 て ばかり い る 。 <EOS>,tom is always watching television . <EOS>,tom is always watching tv . <EOS>
<BOS> 後 で あなた に 会 い に 行 き ま す 。 <EOS>,<EOS>,<EOS>
<BOS> 彼 ら は 、 全く 疲れ き っ て い た 。 <EOS>,they were very tired indeed . <EOS>,they were tired of their . <EOS>
<BOS> あなた は 彼 を 知 っ て い ま す か 。 <EOS>,do you know him ? <EOS>,do you know him ? <EOS>
<BOS> 私 は 空港 で 偶然 彼 と で あ っ た 。 <EOS>,<EOS>,<EOS>
<BOS> その 火事 が 高 い ビル を 破壊 し た 。 <EOS>,the fire destroyed the tall building . <EOS>,a fire broke out in that country . <EOS>
<BOS> 放課 後 、 テニス を し ま せ ん か 。 <EOS>,will you play tennis after school ? <EOS>,how about playing tennis after school ? <EOS>
<BOS> 私 を 車 に 乗せ て くださ って ありがとう 。 <EOS>,it is kind of you to give me a ride . <EOS>,it is kind of you to lend me the car . <EOS>
<BOS> 私 は 毎日 ２ 時間 の 運動 を する 。 <EOS>,<EOS>,<EOS>
<BOS> 私 の 部屋 に ラジオ が あ る 。 <EOS>,there is a radio in my room . <EOS>,there is a radio in my room . <EOS>
<BOS> 彼女 が 来る 必要 は な かっ た 。 <EOS>,she didn 't need to come . <EOS>,there was no hurry that she didn 't come . <EOS>
<BOS> 私 より 彼 は ３ つ 年上 だ 。 <EOS>,he is my senior by three years . <EOS>,he is three years old . <EOS>
<BOS> 道 で 一 ドル を 拾 っ た 。 <EOS>,<EOS>,<EOS>
<BOS> 向こう で 本 を 読 で い る 人 は わたし の 父 で す 。 <EOS>,the man reading a book over there is my father . <EOS>,the man who is the book to play with his books . <EOS>
<BOS> 教師 に な る つもり だっ た の だ が な ら な かっ た 。 <EOS>,<EOS>,<EOS>
<BOS> 彼 は 明日 の 午後 は テニス を し て い る だ ろ う 。 <EOS>,he will be playing tennis tomorrow afternoon . <EOS>,he will play tennis tomorrow afternoon . <EOS>
<BOS> これ は 私 が 一 週間 前 に な く し た 財布 だ 。 <EOS>,this is the same purse that <EOS>,this is the last person <EOS>
<BOS> どんな に 速 く 走 っ て も 、 君 は 勝て な い 。 <EOS>,no matter how fast you ran , you cannot win . <EOS>,however you run , you won 't . <EOS>
<BOS> 通り を 歩 い て い た とき 交通 事故 を 見かけ た 。 <EOS>,while <EOS>,<EOS>
<BOS> この クラス に は 何 人 の 男の子 が い ま す か 。 <EOS>,how many boys are there in this class ? <EOS>,how many children do in this library ? <EOS>
<BOS> 彼 は 学校 で は 君 より はるか に 成績 が よ い 。 <EOS>,he does far better than you do at school . <EOS>,he 's even on a good school record . <EOS>
<BOS> この バス に 乗 れ ば 市内 一 <UNK> が 出来 ま す 。 <EOS>,this bus will take you around the city . <EOS>,this bus will take you to the bus . <EOS>
<BOS> この 計画 に つ い て どう お 考え で す か 。 <EOS>,what do you think about this plan ? <EOS>,how are you about the plan ? <EOS>
<BOS> 父 と 私 は 日曜日 に は テニス を し た 。 <EOS>,my father and <EOS>,my father and <EOS>
<BOS> ここ ２、３ 年 は <UNK> が 続 い て い る 。 <EOS>,time have been bad these few years . <EOS>,these days are gone worth listening . <EOS>
<BOS> 君 の 仕事 は 申し分 な い と 思 う 。 <EOS>,<EOS>,<EOS>
<BOS> 春 は ま も な く や っ て くる 。 <EOS>,spring will be here before long . <EOS>,spring will soon come . <EOS>
<BOS> その 人 が 本当 に 好き と な っ た 。 <EOS>,<EOS>,<EOS>
<BOS> 一 度 に 一 つ の こと を せよ 。 <EOS>,do one thing at a time . <EOS>,give one another thing at a time . <EOS>
<BOS> 以後 こんな こと は いた し ま せ ん 。 <EOS>,<EOS>,<EOS>
<BOS> 今 で な けれ ば 一体 いつ だ ？ <EOS>,not now , then when ? <EOS>,if you had time , do you ? <EOS>
<BOS> 彼 は 一生 懸命 走 っ た 。 <EOS>,he ran as fast as he could . <EOS>,he ran as fast as he . <EOS>
<BOS> 彼 は 汽車 に 乗 っ た 。 <EOS>,he got on the train . <EOS>,he jumped on the train . <EOS>
<BOS> 今日 彼 に 会 っ たら 妻 は 元気 か と 聞 か れ た 。 <EOS>,he asked after my wife when <EOS>,a met of his wife met to my wife was . <EOS>
<BOS> 失 っ た 時間 を 金 で 埋め合わせ る こと は でき な い 。 <EOS>,money cannot make up for lost time . <EOS>,you can make the money of time for lost time . <EOS>
<BOS> こちら は あなた が お 話 に な る お 方 で す 。 <EOS>,this is the man for you to speak to . <EOS>,this is the way you are to know . <EOS>
<BOS> 私 は テニス を する が 、 姉 は 水泳 を や る 。 <EOS>,<EOS>,<EOS>
<BOS> 昔 その 島 に ひとり の 老人 が 住 ん で い た 。 <EOS>,there once lived an old man on that island . <EOS>,seen in the old man lives for the old man . <EOS>
<BOS> 今日 や ろ う と し た こと は 全部 や っ た 。 <EOS>,<EOS>,<EOS>
<BOS> あの 川 で 泳 ぐ の は 危険 だ と 思 う 。 <EOS>,<EOS>,<EOS>
<BOS> 君 は 彼 の 返事 を 待ち さえ すれ ば よ い 。 <EOS>,all that you have to do is to wait for his reply . <EOS>,all you have to answer for his advice . <EOS>
<BOS> 彼女 、 結婚 し て 女の子 が 二人 い る の よ 。 <EOS>,she has a husband and two daughters . <EOS>,she 'll be happy ! <EOS>
<BOS> 私 は 何 も 食べ る 気 に な ら な い 。 <EOS>,<EOS>,<EOS>
<BOS> この 考え に は 反対 せ ざる を え な い 。 <EOS>,<EOS>,<EOS>
<BOS> 君 は 大変 青白 い 顔 を し て い る 。 <EOS>,you look very pale . <EOS>,you look very a great face . <EOS>
<BOS> 何 日 も 続け て 雨 が 降 っ た 。 <EOS>,it rained for several days on end . <EOS>,it rained many days on end . <EOS>
<BOS> なん て よ い 天気 な ん で しょ う 。 <EOS>,what a lovely day . <EOS>,what a nice day it is ! <EOS>
<BOS> 彼 は 明日 来 る で しょ う か 。 <EOS>,will he come tomorrow ? <EOS>,will he come tomorrow ? <EOS>
<BOS> どうぞ 中 ほど へ お 進 み 下さ い 。 <EOS>,pass down the car , please . <EOS>,please come in at the end . <EOS>
<BOS> この 本 は 私 の 本 で す 。 <EOS>,this book is mine . <EOS>,this book is mine . <EOS>
<BOS> 木 の 間 に 家 が 見え る 。 <EOS>,<EOS>,you can see the roof of the trees . <EOS>
<BOS> 彼女 は <UNK> を 買 っ た 。 <EOS>,she bought a chicken . <EOS>,she bought a chicken . <EOS>
<BOS> 気の毒 で す ね 。 <EOS>,that 's too bad . <EOS>,you 're a bit . <EOS>
<BOS> 手紙 を 書 く こと は 、 た やす い こと で は な い 。 <EOS>,it is no easy task to write a letter . <EOS>,there is no simple in letter . <EOS>
<BOS> 時間 が あ れ ば 時々 私 に ちょっと 便り を 下さ い 。 <EOS>,if you have time , drop me a line now and then . <EOS>,if you want me to <EOS>
<BOS> 警察 署 まで の 行 き 方 を 教え て くださ い 。 <EOS>,how can <EOS>,how can <EOS>
<BOS> 私 は 雨 が 降 っ て い た が 出かけ た 。 <EOS>,<EOS>,<EOS>
<BOS> 俺 に は お前 の 心 の 音 が 聞こえ る 。 <EOS>,<EOS>,<EOS>
